year,info,title
2013,"{'actors': ['Nicolas Cage', 'Vanessa Hudgens', 'John Cusack'], 'release_date': '2013-07-11T00:00:00Z', 'plot': 'An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.', 'genres': ['Biography', 'Crime', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA0MjAyMjIxMl5BMl5BanBnXkFtZTcwNTQ1NDc2OQ@@._V1_SX400_.jpg', 'directors': ['Scott Walker'], 'rating': Decimal('6.2'), 'rank': Decimal('133'), 'running_time_secs': Decimal('6300')}",The Frozen Ground
2013,"{'actors': ['Leonardo DiCaprio', 'Carey Mulligan', 'Joel Edgerton'], 'release_date': '2013-05-01T00:00:00Z', 'plot': 'A Midwestern war veteran finds himself drawn to the past and lifestyle of his millionaire neighbor.', 'genres': ['Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX400_.jpg', 'directors': ['Baz Luhrmann'], 'rating': Decimal('7.3'), 'rank': Decimal('18'), 'running_time_secs': Decimal('8580')}",The Great Gatsby
2013,"{'actors': ['Bradley Cooper', 'Zach Galifianakis', 'Ed Helms'], 'release_date': '2013-05-20T00:00:00Z', 'plot': 'When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the lam.', 'genres': ['Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTA0NjE1MzMzODheQTJeQWpwZ15BbWU3MDY4MTQ3Mzk@._V1_SX400_.jpg', 'directors': ['Todd Phillips'], 'rating': Decimal('5.9'), 'rank': Decimal('52'), 'running_time_secs': Decimal('6000')}",The Hangover Part III
2013,"{'actors': ['Sandra Bullock', 'Michael McDonald', 'Melissa McCarthy'], 'release_date': '2013-06-27T00:00:00Z', 'plot': 'An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.', 'genres': ['Action', 'Comedy', 'Crime'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNDEwMTg2OTI5MF5BMl5BanBnXkFtZTcwNjgyNjkzOQ@@._V1_SX400_.jpg', 'directors': ['Paul Feig'], 'rating': Decimal('6.9'), 'rank': Decimal('141'), 'running_time_secs': Decimal('7020')}",The Heat
2013,"{'actors': ['Martin Freeman', 'Ian McKellen', 'Richard Armitage'], 'release_date': '2013-12-11T00:00:00Z', 'plot': 'The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.', 'genres': ['Adventure', 'Drama', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjAxMjMzMzAxOV5BMl5BanBnXkFtZTcwNTU3NzU2OQ@@._V1_SX400_.jpg', 'directors': ['Peter Jackson'], 'rank': Decimal('74')}",The Hobbit: The Desolation of Smaug
2013,"{'actors': ['Saoirse Ronan', 'Max Irons', 'Jake Abel'], 'release_date': '2013-03-22T00:00:00Z', 'plot': 'When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie will risk everything to protect the people she cares most about, proving that love can conquer all in a dangerous new world.', 'genres': ['Adventure', 'Romance', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjMwNDg1MTAzNV5BMl5BanBnXkFtZTcwNTk5ODI3OA@@._V1_SX400_.jpg', 'directors': ['Andrew Niccol'], 'rating': Decimal('5.7'), 'rank': Decimal('230'), 'running_time_secs': Decimal('7500')}",The Host
2013,"{'actors': ['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth'], 'release_date': '2013-11-11T00:00:00Z', 'plot': 'Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.', 'genres': ['Action', 'Adventure', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_SX400_.jpg', 'directors': ['Francis Lawrence'], 'rank': Decimal('4'), 'running_time_secs': Decimal('8760')}",The Hunger Games: Catching Fire
2013,"{'actors': ['Vince Vaughn', 'Owen Wilson', 'Rose Byrne'], 'release_date': '2013-06-05T00:00:00Z', 'plot': 'Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment.', 'genres': ['Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjM1MzczMDgwOV5BMl5BanBnXkFtZTcwMDM4NjM2OQ@@._V1_SX400_.jpg', 'directors': ['Shawn Levy'], 'rating': Decimal('6.3'), 'rank': Decimal('196'), 'running_time_secs': Decimal('7140')}",The Internship
2013,"{'actors': ['Nick Robinson', 'Gabriel Basso', 'Moises Arias'], 'release_date': '2013-01-19T00:00:00Z', 'plot': 'Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land.', 'genres': ['Comedy', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTc3ODA1NTI0MV5BMl5BanBnXkFtZTcwOTE4OTUzOQ@@._V1_SX400_.jpg', 'directors': ['Jordan Vogt-Roberts'], 'rating': Decimal('7.1'), 'rank': Decimal('107'), 'running_time_secs': Decimal('5700')}",The Kings of Summer
2013,"{'actors': ['Liev Schreiber', 'Romola Garai', 'Elias Koteas'], 'release_date': '2013-05-20T00:00:00Z', 'plot': 'A group of astronaut explorers succumb one by one to a mysterious and terrifying force while collecting specimens on Mars.', 'genres': ['Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk4ODgxMDU0M15BMl5BanBnXkFtZTgwOTg0NzcyMDE@._V1_SX400_.jpg', 'directors': ['Ruairi Robinson'], 'rating': Decimal('7.4'), 'rank': Decimal('83'), 'running_time_secs': Decimal('5880')}",The Last Days on Mars
2013,"{'actors': ['Johnny Depp', 'Armie Hammer', 'William Fichtner'], 'release_date': '2013-06-22T00:00:00Z', 'plot': 'Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.', 'genres': ['Action', 'Adventure', 'Western'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjI3Mjk5MTUxOV5BMl5BanBnXkFtZTcwNTMyNzY3OQ@@._V1_SX400_.jpg', 'directors': ['Gore Verbinski'], 'rating': Decimal('6.6'), 'rank': Decimal('190'), 'running_time_secs': Decimal('8940')}",The Lone Ranger
2013,"{'actors': ['Lily Collins', 'Jamie Campbell Bower', 'Robert Sheehan'], 'release_date': '2013-08-12T00:00:00Z', 'plot': 'When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called Downworld.', 'genres': ['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTc5NzAyOTQyNF5BMl5BanBnXkFtZTcwNzQ1MDc4OQ@@._V1_SX400_.jpg', 'directors': ['Harald Zwart'], 'rating': Decimal('6.6'), 'rank': Decimal('32'), 'running_time_secs': Decimal('7800')}",The Mortal Instruments: City of Bones
2013,"{'actors': ['Ethan Hawke', 'Lena Headey', 'Max Burkholder'], 'release_date': '2013-05-02T00:00:00Z', 'plot': 'A family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legalized.', 'genres': ['Horror', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU0OTE1Nzk2NF5BMl5BanBnXkFtZTcwMjE5NDY0OQ@@._V1_SX400_.jpg', 'directors': ['James DeMonaco'], 'rating': Decimal('5.5'), 'rank': Decimal('125'), 'running_time_secs': Decimal('5100')}",The Purge
2013,"{'actors': ['Neil Patrick Harris', 'Jayma Mays', 'Katy Perry'], 'release_date': '2013-07-28T00:00:00Z', 'plot': ""The Smurfs team up with their human friends to rescue Smurfette, who has been kidnapped by Gargamel since she knows a secret spell that can turn the evil sorcerer's newest creation - creatures called the Naughties - into real Smurfs."", 'genres': ['Animation', 'Comedy', 'Family', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTkyNDUxODg3MV5BMl5BanBnXkFtZTcwNjE5OTY2OQ@@._V1_SX400_.jpg', 'directors': ['Raja Gosnell'], 'rating': Decimal('4.9'), 'rank': Decimal('184'), 'running_time_secs': Decimal('6300')}",The Smurfs 2
2013,"{'actors': ['Miles Teller', 'Shailene Woodley', 'Kyle Chandler'], 'release_date': '2013-01-18T00:00:00Z', 'plot': 'A hard-partying high school senior\'s philosophy on life changes when he meets the not-so-typical ""nice girl.""', 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA5MTc0NTkzM15BMl5BanBnXkFtZTcwODEwNjE3OQ@@._V1_SX400_.jpg', 'directors': ['James Ponsoldt'], 'rating': Decimal('7.7'), 'rank': Decimal('140'), 'running_time_secs': Decimal('5700')}",The Spectacular Now
2013,"{'actors': ['Steve Carell', 'Toni Collette', 'Allison Janney'], 'release_date': '2013-01-21T00:00:00Z', 'plot': ""Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park."", 'genres': ['Comedy', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNTU5ODk5NDg0Nl5BMl5BanBnXkFtZTcwNzQwMjI1OQ@@._V1_SX400_.jpg', 'directors': ['Nat Faxon', 'Jim Rash'], 'rating': Decimal('7.8'), 'rank': Decimal('237'), 'running_time_secs': Decimal('6180')}",The Way Way Back
2013,"{'actors': ['Leonardo DiCaprio', 'P.J. Byrne', 'Jon Favreau'], 'release_date': '2013-11-14T00:00:00Z', 'plot': 'Based on the true story of Jordan Belfort, from his rise to a wealthy stockbroker living the high life to his fall involving crime, corruption and the federal government.', 'genres': ['Biography', 'Crime', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQ5OTI2MTQ1MV5BMl5BanBnXkFtZTcwMjY0Njk2OQ@@._V1_SX400_.jpg', 'directors': ['Martin Scorsese'], 'rank': Decimal('134')}",The Wolf of Wall Street
2013,"{'actors': ['Hugh Jackman', 'Will Yun Lee', 'Tao Okamoto'], 'release_date': '2013-07-16T00:00:00Z', 'plot': 'When Wolverine is summoned to Japan by an old acquaintance, he is embroiled in a conflict that forces him to confront his own demons.', 'genres': ['Action', 'Adventure', 'Fantasy', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_SX400_.jpg', 'directors': ['James Mangold'], 'rating': Decimal('7.1'), 'rank': Decimal('124'), 'running_time_secs': Decimal('7560')}",The Wolverine
2013,"{'actors': ['Simon Pegg', 'Nick Frost', 'Martin Freeman'], 'release_date': '2013-07-18T00:00:00Z', 'plot': ""Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival."", 'genres': ['Action', 'Comedy', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNzA1MTk1MzY0OV5BMl5BanBnXkFtZTgwNjkzNTUwMDE@._V1_SX400_.jpg', 'directors': ['Edgar Wright'], 'rating': Decimal('7.5'), 'rank': Decimal('45'), 'running_time_secs': Decimal('6540')}",The World's End
2013,"{'actors': ['James Franco', 'Jonah Hill', 'Seth Rogen'], 'release_date': '2013-06-03T00:00:00Z', 'plot': ""While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse."", 'genres': ['Comedy', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQxODE3NjM1Ml5BMl5BanBnXkFtZTcwMzkzNjc4OA@@._V1_SX400_.jpg', 'directors': ['Evan Goldberg', 'Seth Rogen'], 'rating': Decimal('7.2'), 'rank': Decimal('6'), 'running_time_secs': Decimal('6420')}",This Is the End
2013,"{'actors': ['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston'], 'release_date': '2013-10-30T00:00:00Z', 'plot': 'Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.', 'genres': ['Action', 'Adventure', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SX400_.jpg', 'directors': ['Alan Taylor'], 'rank': Decimal('5')}",Thor: The Dark World
2013,"{'actors': ['James McAvoy', 'Rosario Dawson', 'Vincent Cassel'], 'release_date': '2013-03-27T00:00:00Z', 'plot': 'An art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.', 'genres': ['Crime', 'Drama', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjMzNjU1MTg5NF5BMl5BanBnXkFtZTcwMTExMTcwOQ@@._V1_SX400_.jpg', 'directors': ['Danny Boyle'], 'rating': Decimal('6.9'), 'rank': Decimal('217'), 'running_time_secs': Decimal('6060')}",Trance
2013,"{'actors': ['Ryan Reynolds', 'Paul Giamatti', 'Maya Rudolph'], 'release_date': '2013-07-17T00:00:00Z', 'plot': 'A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.', 'genres': ['Animation', 'Adventure', 'Comedy', 'Family', 'Sport'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTA4NTgwMjM5MzheQTJeQWpwZ15BbWU3MDg2ODA1ODk@._V1_SX400_.jpg', 'directors': ['David Soren'], 'rating': Decimal('6.3'), 'rank': Decimal('189'), 'running_time_secs': Decimal('5760')}",Turbo
2013,"{'actors': ['Lawrence Michael Levine', 'Kelsy Abbott', 'Adam Wingard'], 'release_date': '2013-01-19T00:00:00Z', 'plot': ""Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance."", 'genres': ['Horror', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BODg4OTMxNDAxMV5BMl5BanBnXkFtZTcwMjM4ODQ0OQ@@._V1_SX400_.jpg', 'directors': ['Simon Barrett', 'Jason Eisener', 'Gareth Evans'], 'rating': Decimal('6.2'), 'rank': Decimal('90'), 'running_time_secs': Decimal('5760')}",V/H/S/2
2013,"{'actors': ['Nicholas Hoult', 'Teresa Palmer', 'John Malkovich'], 'release_date': '2013-01-16T00:00:00Z', 'plot': 'After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.', 'genres': ['Comedy', 'Horror', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQ4MjY2MjMzOV5BMl5BanBnXkFtZTcwMDUxNzIwOQ@@._V1_SX400_.jpg', 'directors': ['Jonathan Levine'], 'rating': Decimal('6.9'), 'rank': Decimal('175'), 'running_time_secs': Decimal('5880')}",Warm Bodies
2013,"{'actors': ['Bill Sage', 'Ambyr Childers', 'Julia Garner'], 'release_date': '2013-01-18T00:00:00Z', 'plot': 'The Parkers, a reclusive family who follow ancient customs, find their secret existence threatened as a torrential downpour moves into their area, forcing daughters Iris and Rose to assume responsibilities beyond those of a typical family.', 'genres': ['Drama', 'Horror', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjI3NjI3NjAyN15BMl5BanBnXkFtZTgwODE3NzMxMDE@._V1_SX400_.jpg', 'directors': ['Jim Mickle'], 'rating': Decimal('6.2'), 'rank': Decimal('21'), 'running_time_secs': Decimal('6300')}",We Are What We Are
2013,"{'actors': ['Jason Sudeikis', 'Jennifer Aniston', 'Emma Roberts'], 'release_date': '2013-08-03T00:00:00Z', 'plot': 'A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.', 'genres': ['Comedy', 'Crime'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA5Njc0NDUxNV5BMl5BanBnXkFtZTcwMjYzNzU1OQ@@._V1_SX400_.jpg', 'directors': ['Rawson Marshall Thurber'], 'rating': Decimal('7.2'), 'rank': Decimal('13'), 'running_time_secs': Decimal('6600')}",We're the Millers
2013,"{'actors': ['Channing Tatum', 'Jamie Foxx', 'Maggie Gyllenhaal'], 'release_date': '2013-06-26T00:00:00Z', 'plot': 'While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.', 'genres': ['Action', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTAyNzQyNTcwNjVeQTJeQWpwZ15BbWU3MDAwOTQ4Nzk@._V1_SX400_.jpg', 'directors': ['Roland Emmerich'], 'rating': Decimal('6.4'), 'rank': Decimal('60'), 'running_time_secs': Decimal('7860')}",White House Down
2013,"{'actors': ['Brad Pitt', 'Mireille Enos', 'Daniella Kertesz'], 'release_date': '2013-06-02T00:00:00Z', 'plot': 'United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.', 'genres': ['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg0NTgxMjIxOF5BMl5BanBnXkFtZTcwMDM0MDY1OQ@@._V1_SX400_.jpg', 'directors': ['Marc Forster'], 'rating': Decimal('7.1'), 'rank': Decimal('8'), 'running_time_secs': Decimal('6960')}",World War Z
2013,"{'actors': ['Sam Eidson', 'Anne Gee Byrd', 'Brock England'], 'release_date': '2013-04-25T00:00:00Z', 'plot': 'An overgrown nerd who serves as Grand Master of a fantasy board game finds his role as leader of the misfits put into jeopardy when a new initiate enters the group.', 'genres': ['Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQ3MDU4MTI3NV5BMl5BanBnXkFtZTgwMzg5NDYyMDE@._V1_SX400_.jpg', 'directors': ['Katie Graham', 'Andrew Matthews'], 'rating': Decimal('6.2'), 'rank': Decimal('202'), 'running_time_secs': Decimal('5160')}",Zero Charisma
2013,"{'actors': ['Ashton Kutcher', 'Dermot Mulroney', 'Josh Gad'], 'release_date': '2013-01-25T00:00:00Z', 'plot': ""The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century."", 'genres': ['Biography', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM5NTQ3MTYxN15BMl5BanBnXkFtZTcwODE2Nzk3OQ@@._V1_SX400_.jpg', 'directors': ['Joshua Michael Stern'], 'rating': Decimal('5.6'), 'rank': Decimal('66'), 'running_time_secs': Decimal('7680')}",jOBS
1987,"{'actors': ['Cary Elwes', 'Mandy Patinkin', 'Robin Wright'], 'release_date': '1987-09-18T00:00:00Z', 'plot': 'A classic fairy tale, with swordplay, giants, an evil prince, a beautiful princess, and yes, some kissing (as read by a kindly grandfather).', 'genres': ['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjM0Nzk5NTc4OV5BMl5BanBnXkFtZTcwMDA2MzgxNA@@._V1_SX400_.jpg', 'directors': ['Rob Reiner'], 'rating': Decimal('8.1'), 'rank': Decimal('258'), 'running_time_secs': Decimal('5880')}",The Princess Bride
1999,"{'actors': ['Kevin Spacey', 'Annette Bening', 'Thora Birch'], 'release_date': '1999-09-08T00:00:00Z', 'plot': ""Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation for his daughter's attractive friend."", 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BOTU1MzExMDg3N15BMl5BanBnXkFtZTcwODExNDg3OA@@._V1_SX400_.jpg', 'directors': ['Sam Mendes'], 'rating': Decimal('8.5'), 'rank': Decimal('210'), 'running_time_secs': Decimal('7320')}",American Beauty
1999,"{'actors': ['Brad Pitt', 'Edward Norton', 'Helena Bonham Carter'], 'release_date': '1999-09-10T00:00:00Z', 'plot': 'An insomniac office worker looking for a way to change his life crosses paths with a devil-may-care soap maker and they form an underground fight club that evolves into something much, much more...', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjIwNTYzMzE1M15BMl5BanBnXkFtZTcwOTE5Mzg3OA@@._V1_SX400_.jpg', 'directors': ['David Fincher'], 'rating': Decimal('8.8'), 'rank': Decimal('145'), 'running_time_secs': Decimal('8340')}",Fight Club
1994,"{'actors': ['Jim Carrey', 'Jeff Daniels', 'Lauren Holly'], 'release_date': '1994-12-06T00:00:00Z', 'plot': 'The cross-country adventures of two good-hearted but incredibly stupid friends.', 'genres': ['Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTIzNDI5MTc0M15BMl5BanBnXkFtZTYwMjM5NDU5._V1_SX400_.jpg', 'directors': ['Peter Farrelly', 'Bobby Farrelly'], 'rating': Decimal('7.2'), 'rank': Decimal('151'), 'running_time_secs': Decimal('6420')}",Dumb & Dumber
1994,"{'actors': ['John Travolta', 'Uma Thurman', 'Samuel L. Jackson'], 'release_date': '1994-05-12T00:00:00Z', 'plot': ""The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption."", 'genres': ['Crime', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE0ODk2NjczOV5BMl5BanBnXkFtZTYwNDQ0NDg4._V1_SX400_.jpg', 'directors': ['Quentin Tarantino'], 'rating': Decimal('9'), 'rank': Decimal('114'), 'running_time_secs': Decimal('9240')}",Pulp Fiction
1994,"{'actors': ['Tim Robbins', 'Morgan Freeman', 'Bob Gunton'], 'release_date': '1994-09-10T00:00:00Z', 'plot': 'Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.', 'genres': ['Crime', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BODU4MjU4NjIwNl5BMl5BanBnXkFtZTgwMDU2MjEyMDE@._V1_SX400_.jpg', 'directors': ['Frank Darabont'], 'rating': Decimal('9.3'), 'rank': Decimal('80'), 'running_time_secs': Decimal('8520')}",The Shawshank Redemption
2011,"{'actors': ['Kristen Wiig', 'Maya Rudolph', 'Rose Byrne'], 'release_date': '2011-04-28T00:00:00Z', 'plot': ""Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef."", 'genres': ['Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjAyOTMyMzUxNl5BMl5BanBnXkFtZTcwODI4MzE0NA@@._V1_SX400_.jpg', 'directors': ['Paul Feig'], 'rating': Decimal('6.8'), 'rank': Decimal('68'), 'running_time_secs': Decimal('7500')}",Bridesmaids
2011,"{'actors': ['Chris Evans', 'Hugo Weaving', 'Samuel L. Jackson'], 'release_date': '2011-07-19T00:00:00Z', 'plot': 'After being deemed unfit for military service, Steve Rogers volunteers for a top secret research project that turns him into Captain America, a superhero dedicated to defending USA ideals.', 'genres': ['Action', 'Adventure', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_SX400_.jpg', 'directors': ['Joe Johnston'], 'rating': Decimal('6.8'), 'rank': Decimal('253'), 'running_time_secs': Decimal('7440')}",Captain America: The First Avenger
2011,"{'actors': ['Jason Momoa', 'Ron Perlman', 'Rose McGowan'], 'release_date': '2011-08-11T00:00:00Z', 'plot': 'An vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.', 'genres': ['Action', 'Adventure', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQ1NDUyODk5NF5BMl5BanBnXkFtZTcwODk0MjIwNg@@._V1_SX400_.jpg', 'directors': ['Marcus Nispel'], 'rating': Decimal('5.1'), 'rank': Decimal('165'), 'running_time_secs': Decimal('6780')}",Conan the Barbarian
2011,"{'actors': ['Steve Carell', 'Ryan Gosling', 'Julianne Moore'], 'release_date': '2011-07-28T00:00:00Z', 'plot': ""A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars."", 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX400_.jpg', 'directors': ['Glenn Ficarra', 'John Requa'], 'rating': Decimal('7.4'), 'rank': Decimal('163'), 'running_time_secs': Decimal('7080')}","Crazy, Stupid, Love."
2011,"{'actors': ['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston'], 'release_date': '2011-05-20T00:00:00Z', 'plot': 'A mysterious Hollywood stuntman, mechanic and getaway driver lands himself in trouble when he helps out his neighbor.', 'genres': ['Crime', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BOTM1ODQ0Nzc4NF5BMl5BanBnXkFtZTcwMTM0MjQyNg@@._V1_SX400_.jpg', 'directors': ['Nicolas Winding Refn'], 'rating': Decimal('7.9'), 'rank': Decimal('195'), 'running_time_secs': Decimal('6000')}",Drive
2011,"{'actors': ['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint'], 'release_date': '2011-07-07T00:00:00Z', 'plot': ""Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord."", 'genres': ['Adventure', 'Family', 'Fantasy', 'Mystery'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTY2MTk3MDQ1N15BMl5BanBnXkFtZTcwMzI4NzA2NQ@@._V1_SX400_.jpg', 'directors': ['David Yates'], 'rating': Decimal('8.1'), 'rank': Decimal('131'), 'running_time_secs': Decimal('7800')}",Harry Potter and the Deathly Hallows: Part 2
2011,"{'actors': ['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy'], 'release_date': '2011-10-26T00:00:00Z', 'plot': 'In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.', 'genres': ['Action', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@._V1_SX400_.jpg', 'directors': ['Andrew Niccol'], 'rating': Decimal('6.6'), 'rank': Decimal('227'), 'running_time_secs': Decimal('6540')}",In Time
2011,"{'actors': ['Francois Cluzet', 'Omar Sy', 'Anne Le Ny'], 'release_date': '2011-09-23T00:00:00Z', 'plot': 'After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caretaker.', 'genres': ['Biography', 'Comedy', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_SX400_.jpg', 'directors': ['Olivier Nakache', 'Eric Toledano'], 'rating': Decimal('8.5'), 'rank': Decimal('200'), 'running_time_secs': Decimal('6720')}",Intouchables
